2019-02-20 09:27:55.973 DEBUG 8252 --- [http-nio-8443-exec-4] o.s.s.w.u.matcher.AntPathRequestMatcher  : Request 'GET /api/administration/generate-doc-nr' doesn't match 'OPTIONS /**
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.a.i.FilterSecurityInterceptor    : Previously Authenticated: org.springframework.security.authentication.AnonymousAuthenticationToken@eaf7a233: Principal: anonymousUser; Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ANONYMOUS
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@3922b512, returned: 1
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.access.vote.AffirmativeBased       : Voter: org.springframework.security.web.access.expression.WebExpressionVoter@3922b512, returned: 1
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2019-02-20 09:28:08.891 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : Authorization successful
2019-02-20 09:28:08.892 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2019-02-20 09:28:08.892 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.a.i.FilterSecurityInterceptor    : RunAsManager did not change Authentication object
2019-02-20 09:28:08.892 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.security.web.FilterChainProxy        : /api/tasks/request-register-catalog-codes reached end of additional filter chain; proceeding with original chain
2019-02-20 09:28:08.892 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.security.web.FilterChainProxy        : /api/tasks/request-names reached end of additional filter chain; proceeding with original chain
2019-02-20 09:28:08.894 DEBUG 8252 --- [http-nio-8443-exec-1] c.b.a.controller.rest.TasksController    : Get register catalog codes
2019-02-20 09:28:08.895 DEBUG 8252 --- [http-nio-8443-exec-9] c.b.a.controller.rest.TasksController    : Get process names
2019-02-20 09:28:08.897 DEBUG 8252 --- [http-nio-8443-exec-9] org.hibernate.SQL                        : select processnam0_.id as id1_147_, processnam0_.description as descript2_147_ from process_names processnam0_
2019-02-20 09:28:08.899 DEBUG 8252 --- [http-nio-8443-exec-1] org.hibernate.SQL                        : select nmregister0_.id as id1_127_, nmregister0_.register_code as register2_127_, nmregister0_.register_code_description as register3_127_ from nm_register_catalog_codes nmregister0_
2019-02-20 09:28:08.904 DEBUG 8252 --- [http-nio-8443-exec-9] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-02-20 09:28:08.904 DEBUG 8252 --- [http-nio-8443-exec-9] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
2019-02-20 09:28:08.905 DEBUG 8252 --- [http-nio-8443-exec-1] o.s.s.w.a.ExceptionTranslationFilter     : Chain processed normally
2019-02-20 09:28:08.905 DEBUG 8252 --- [http-nio-8443-exec-1] s.s.w.c.SecurityContextPersistenceFilter : SecurityContextHolder now cleared, as request processing completed
